逗比男生最好命,增城,喜欢上漫威宇宙电影是因为复仇者联盟，而自从回过头看了美国队长，我发现已经对漫威电影宇宙着迷。漫威出品，必属精品。,5.0,2015-11-29 16:48:18
楼闹闹,诸暨,记得第一次看这个片子的时候，好像并没有那么热门。刚开始看介绍的时候我就感觉剧情老套，纯属为了片尾彩蛋才会想看的。依旧是改编自MARVEL漫画的电影，对电影我自己觉得一般般，最近Heroes看得太多，已经有点审美疲劳了。好的地方特效不错，台词幽默，笑点很多。我不是漫威迷，也没有看过MARVEL原装漫画，但是很多人看完这部片子之后就爱上了美队，觉得这部电影是一场肌肉猛男秀。最喜欢就是这部电影把历史和科幻结合得特好，还是挺喜欢还会去继续支持的。,3.5,2015-11-29 15:46:35
一生長飲白雲泉,哈尔滨,典型的优秀英雄电影，美国的个人英雄主义╮(╯_╰)╭主角各个高颜值，故事情节嗯.....正义最终打败了邪恶.......老得不能再老了……但还是挺好的......,3.5,2015-11-29 13:52:04
Icecream_fei,天津,我是在看完雷神之后，才返回去看的复仇者系列，顺序上是有一点混乱的，但这不影响我对美队的喜爱。作为一个由弱变强的代表，美队虽说同样在超级英雄之列，但是更贴近真实的人类，在做事风格和思考问题时，也带着更人性的色彩。,5.0,2015-11-29 09:43:20
白夜叉子,洛阳,啊啊啊啊，美队的胸，卡特真的女神诶诶诶，好美，啊啊啊，美队的上半身,4.5,2015-11-29 01:49:59
芝麻妞,海口,大家都说1不好看，我觉得其实还可以啊，前面讲美队历史也很清楚，不然不是漫画迷会不理解的啦，而且有冬兵出场,3.5,2015-11-29 01:28:31
小格子Lily,上海,漫威单个人物作品，英雄主义风味浓厚，在抗战的背景下，爱国与英勇的形象尤为突出，与其他一些漫威作品有很大不同，所以口碑不如其他大集合类的漫威作品更受欢迎。,3.5,2015-11-29 00:51:03
戰狼819,沈阳,又一位超级英雄的诞生，美队在漫威世界观起着举足轻重的作用，女军官好性感，大赞，值得一看！,5.0,2015-11-28 23:51:29
JBz525774102,淮安,很好看，电影院看的特别有感觉，特别刺激，而且男主好man。,5.0,2015-11-28 23:14:01
靓飓风,天津,漫连系列电影 讲述美队的过去 结局很无奈 心酸,5.0,2015-11-28 21:43:19
Scottie,衢州,作为**粉绝对给10分，第一代avenger。,5.0,2015-11-27 20:39:55
烟灰2252,兰州,老派英雄，美式英雄，拯救世界，但缺个女伴...,5.0,2015-11-27 16:53:59
JTWu,广州,美国抗战神片，难怪是漫威初期口碑票房都不太给力的片子，勉强及格的商业片,4.0,2015-11-27 14:43:35
橘子,广安,美队的个性与领导能力彰显得淋漓尽致 极致的视听享受,5.0,2015-11-27 10:55:58
不知火舞在,武汉,很喜欢的，一直会看漫威的英雄，不愿落下，超级好,4.5,2015-11-27 10:14:15
莲花241,湛江,儿子非常喜欢美国队长这个英雄人物，帅帅的、酷爆了！！,4.0,2015-11-27 07:41:46
绵绵_要看SPN,北京,很好看！讲述美国队长诞生的片子！整体很赞特效尤其棒！故事情节紧凑！非常好！Steve和peggy的故事特别伤感！,5.0,2015-11-27 05:46:03
白兰芝,北京,配角颜值高 主角大逆袭,3.5,2015-11-26 23:36:24
_qqznd1425649340,上海,漫威迷必看之作 美队成长史 最后和红骷髅的对决场面很大 期待好基友冬兵回归！,4.5,2015-11-26 23:33:42
等大圣归来2,广州,怎么说呢，我只看过美队2，对队长和冬兵印象非常好，期待下一部。虽然现在已经忘记了美队2讲的是什么了。,4.5,2015-11-26 23:21:33
凱少爺注定看不到开头,上海,漫威系列中不可或缺的一位角色。男主的身材和长相都很适合饰演美队这个角色。,3.5,2015-11-26 23:16:43
菲奥娜,石家庄,克里斯埃文斯塑造的美国队长，其实究其根本也是实验产物，明明违背了人道主义精神，却宣扬的好像拯救了全世界。当然，英雄形象塑造的蛮好的，怪不得是美国民众最支持的超级英雄。,3.5,2015-11-26 21:05:20
最后生还者,上海,第一部中规中矩，没有什么好说的,3.0,2015-11-26 20:39:59
seven唯奇儿,靖江,美队狂拽帅气吊炸天！,5.0,2015-11-26 20:07:41
肖肖肖三岁,长沙,！！！美队的高颜值必须赞！！！！！！！！！绝对满分阿,5.0,2015-11-26 19:07:56
szbong,深圳,第一次看到这么美的画面！鬼佬还是特别搞笑！不过主题正义邪恶失败！,4.5,2015-11-25 20:13:00
jiang_1982,常州,好看，情节完美,5.0,2015-11-25 19:09:12
卢哒哒,杭州,呀呀呀，最爱美国队长,5.0,2015-11-25 19:00:04
聿南松,天津,很不错，但是个人觉得没有第二部好看，讲述了美队从一个羸弱少年成为美队的历程,3.0,2015-11-25 18:45:52
XGGLJ,北京,印象最深刻的还属美队的人物特效，直接跪。其他的就是好看的肌肉和军服…,4.0,2015-11-25 18:23:37
彩蛋君KL,广州,"Captain America善良正义古板的作风,与富二代钢铁侠和神二代雷神还真有点格格不入。",4.0,2015-11-25 18:16:22
星矢天下,东莞,第3部快上映了，前2部都看了好几遍，百看不厌,5.0,2015-11-25 18:06:06
Levi,深圳,这部主要还是为美国队长加入复仇者联盟作铺垫，主要是讲美国队友的由来，和卡特的故事很感人。,4.5,2015-11-25 17:57:53
蘑菇菌,长春,我桃棒棒棒啊,5.0,2015-11-25 17:55:54
黑的小世界,长沙,就是不喜欢美队咋么办啊，除了结尾，都不觉得好看啊，求打脸，求钢铁侠虐爆美队！,3.5,2015-11-25 17:37:15
qLX408903757,平度,英雄的题材永远都不为过，国外人也很喜欢描述英雄。特效一如既往的是最大看点，感觉还是可以的,4.0,2015-11-25 16:52:45
影视瘋向标,北京,漫威系列不容错过的片子，今天碰巧刚出美队3的预告片，很虐心，期待着与托尼的对决。,4.0,2015-11-25 16:26:32
豆子,昆山,英雄主义的影片,4.5,2015-11-25 15:53:06
李远为,通辽,影片里的队长接近现实的感觉，人物鲜活，更像一部动作片。,4.0,2015-11-25 15:50:50
ytianbear,,复古范儿美国精神主旋律，让人热血膨胀的英雄主义！,3.5,2015-11-25 15:31:20
松果呀,新乡,美国队长颜值略高呀,4.0,2015-11-25 10:02:21
曾杜,武汉,这个类型都会看的，喜欢漫画改编的电影，希望拍的新人，旧人看腻了,4.0,2015-11-25 09:06:24
同同同喜,张家港,就一直很喜欢漫威的电影，很好看，只是一年才一部出来等的超级心焦的。,3.5,2015-11-25 08:57:33
冬季的王爵,锦州,队长颜值与身材已经帅出新高度  3D真心没必要  剧情还算可以   超级英雄都是大同小异,3.0,2015-11-25 08:50:41
dodo,上海,动作刺激惊险，画面真实震撼，情节感人肺腑，好看！真好看！,5.0,2015-11-25 08:44:45
一更折扇,武汉,我的美队！！我的冬兵！！漫威系列最爱的一个组，就这样入了盾冬坑啊(๑´ㅂ`๑),5.0,2015-11-25 07:56:39
不吃泡面的阿摸,成都,漫威系列，美国队长看过两遍，典型的美国电影。还是不错的哈,4.5,2015-11-25 07:06:07
我爱3D,汕头,何时上映？一看片名就有想看的冲动哦。嘿嘿，队长，等着看你我。,4.0,2015-11-25 06:58:30
Hellochicen,大连,很早之前就看了，漫威的电影在视觉效果和制作上都挑不出毛病，很棒的一系列电影！,4.5,2015-11-25 05:59:53
握不住的沙,牡丹江,老牌的超级英雄，非常励志从一个屌丝慢慢成长为一个拯救世界的英雄，非常喜欢,3.5,2015-11-25 05:15:49
Holiday945,哈尔滨,美国队长，漫威笔下的超级英雄之一！不用说啦！当然好看啦！画面质量！音效！都是棒棒哒！,4.0,2015-11-25 03:00:52
木子Lee大大,南通,爱死漫威系列,4.5,2015-11-25 02:17:47
张小璐么么哒,上海,漫威，超级英雄！冬兵，队长激情满满，期待下一步,4.0,2015-11-25 01:56:27
火龙果要红心儿的,北京,挺不错的，不过美国队长真的有点弱的样子 哈哈,3.0,2015-11-25 01:06:07
奥迪托雷,广州,剧情稍显老套，人物性格没有完全塑造出来，但颜值确实很高,3.5,2015-11-25 00:43:49
floating,北京,还不错，女主身材比脸蛋强,3.5,2015-11-15 14:32:55
金钱龟,北京,复习美队么么哒,5.0,2015-11-14 18:51:04
对影成三人,北京,1981年6月13日，“美国队长”克里斯·埃文斯 出生。战争题材与超级英雄的组合，别出心裁，弱小的美队在一次科学实验后变成了超级英雄美国队长，隐喻了美国战后从创伤中崛起，一部极具美国意志的电影，却拍出了对战争的批判与反思，尤其是70年冰封后醒来的美队，过去的一切还在脑中，而眼前的一切已是沧桑过后。,4.0,2015-11-14 15:31:15
裤裆凉飕飕,湖州,就是前传罢了,4.0,2015-11-14 10:38:43
提斯公子,北京,美式主旋律也不是很好看,3.0,2015-11-12 14:30:41
淡淡的胡渣,,剧情老套，还是练级打装备打BOSS的故事。但是影片的复古风做得不错，庄斯顿终于能够掌控大场面的调度，埃文斯的气质和表演非常契合美国队长这个角色，总体来说还算不错...,3.0,2015-11-10 12:45:34
morefuck,,第一次看觉得一般，第二次看觉得很好看,4.0,2015-11-06 11:01:58
fcu165225791,黔南,挺好的。。。,5.0,2015-11-01 11:46:08
黄豆宝的舅舅,大连,经典的英雄片，好喜欢二战时的美国派～,5.0,2015-10-31 00:23:19
罗杰斯队长,襄阳,有啥说的 队长必须满分,5.0,2015-10-23 00:32:05
Kevin,,漫威的电影部部经典,4.5,2015-10-16 21:36:29
