philoSophie_26,上海,"感觉这部比漫威前三部稍微复杂了点儿，两条线，一个是Thor放逐地球的爱情故事，另一条是漫威宇宙的平行世界（nine realms: Midgard/Earth, Alfheim, Vanaheim, Jotunheim, Asgard...）中Jotunheim和Asgard之间的战争与和平。说实在的我不太理解Thor的弟弟Loki到底是怎么想的，是一开始就想杀死Jotunheim的王、他的生父，还是发现局势逆转后决定帮助养父和Asgard...",4.5,2018-05-09 22:33:26
善良的小笨蛋,成都,2018.5.4   很难得漫威把北欧神话融入到整个漫威宇宙的体系中。权力更迭期间，暴躁的亲儿子和狡诈的干儿子之间的爱恨情仇。一切都还好，造型什么的跟北欧原来的神话相比很还原，就是老国王突然流泪醒来锤子飞到托尔手里那段非常的扯，可能是中庭人不理解神域吧……,4.5,2018-05-04 23:09:56
柠檬味的小恶魔,武汉,看复联3前重温了雷神第一部，感觉情节处理还是很不错的，但是洛基为什么落下彩虹桥后就出现在了地球呢，有点懵,4.0,2018-05-01 01:02:12
Swiftie恒,信宜,家真美！我喜欢闪电⚡️,4.5,2018-04-19 23:35:40
在路上,武汉,及格的爆米花电影,3.5,2018-03-16 23:53:34
s1203120163,郑州,"I'm Thor, son of odin.",4.5,2018-03-15 08:43:33
太宰989,苏州,一部还不错的marvel起源电影。质量6星，多加1星给汤姆的演技。那声“tell me！”真是让我震撼，不愧是学戏剧出身。 顺便心疼下漫威家三个chris的演技……前期真的只能看脸啊哈哈……,3.5,2018-03-12 07:58:21
刘伟明,北京,很多人都想要所谓的公平公正… 平等待遇… 还是绝对的… 你对他好，对我也要一样… 不去想为什么…  这世间… 没有绝对的公平公正… 包括亲情…  种什么因… 结什么果… 种善因… 结善果… 偏颇… 都是自身造就的… 怨不得别人…,4.0,2018-03-11 04:39:11
Bryan·M,广州,复联3观影准备： 超英独立电影通病——平淡无味，结构陈旧笑点僵硬。娜塔莉·波特曼表现平平，略让人失望，两兄弟争宠还争出了兄♂贵情。2.5星。斯坦李客串试图拖走雷神之锤的皮卡司机，结尾彩蛋指出《复仇者联盟》反派洛基回归。,2.5,2018-03-02 00:14:31
逗逼男神,上海,作为莎翁戏剧出身，肯尼斯布拉纳的作品充斥着古典文学风格，这部雷神表面上是漫威故事，但内在核心还是宫廷剧套路，所以很戏剧，但不漫威！,3.0,2018-03-01 02:32:09
Desenlace,信阳,好看😭😭😭😭😭😭,5.0,2018-02-06 13:46:00
清平乐cj,上海,画面特效还是非常的不错，剧情节奏也紧跟时代发展，其实整体剧情还是属于老套路，但是鸡汤式的教育意义还是有不少可取之处，仔细领会就能知道影片想告诉我们什么内容，这也是与漫威宇宙电影的重要组成部分，可以连起来一起欣赏！,3.5,2018-02-01 09:45:45
叮当响,东莞,作为一部系列的开端，意义大于剧情，中中上，80分,4.0,2018-01-19 23:19:57
Force291,绍兴,身临其境的感觉真的很不错的选择！！！,5.0,2018-01-14 16:23:48
瓦晴,杭州,选抖森来演洛基我真是每一次都对漫威的选角佩服得五体投地,2.5,2017-12-23 04:37:13
网名很俗,齐齐哈尔,好，非常好，北欧神话与现代科技的完美契合,4.5,2017-04-01 21:56:02
Ptb421927062,郑州,锤子哥真帅！,4.0,2017-03-17 00:19:54
Yunyun,广州,了解漫威 必看,4.5,2017-02-14 22:54:21
MslipknotM,崇左,雷神1不管是剧情还是还是特效都是做得非常好……特别是人物找得好（看了这么多年的欧美电影男女主角觉得雷神男女是最般配的）给个赞。,5.0,2016-11-21 11:02:40
Dicker.T,成都,卖萌可耻，但是好看,4.5,2016-10-22 21:00:00
小恶魔,张家港,神仙在人间享受着爱情,4.5,2016-08-25 21:46:44
GEM0816,上海,漫威电影宇宙第一阶段第四部，总第四部,5.0,2016-08-21 14:51:34
布鲁斯·哥超有钱·韦恩,龙岩,作为第一个出现在大荧幕上的神级别的超级英雄，和弟弟洛基的相爱相杀……唉不对这感觉好腐😂😂😂,4.5,2016-08-17 15:21:50
海风吹小强哥,北京,漫威电影，定是满分,5.0,2016-08-05 16:51:14
盖盖盖丶盖茨马,郑州,锤哥威武。。。,5.0,2016-07-29 01:14:25
Jason苏信哲,淄博,索尔特别帅啊！,4.5,2016-07-22 00:31:29
HeavenSherlock,,应接了钢2最后的彩蛋呢,3.5,2016-07-18 17:16:52
在街角丶唱离歌,,还好  值得一看,4.0,2016-06-20 18:33:39
张天师1123,,漫威超长预告片,2.5,2016-06-11 01:10:47
步语轩觞,北京,max客串，抖森长得像刘烨,3.0,2016-06-09 14:45:52
晴天娃娃1124,苏州,本来还以为是神话故事，结果居然是类似科幻片，很喜欢雷神他们那个星球的故事，也想有一套他的武器。,4.0,2015-12-11 09:54:30
屋里啦哀愁,呼和浩特,洛基太帅！，！,5.0,2015-12-10 01:59:55
傻兔子638,北京,帅气的一匹w,5.0,2015-12-08 22:46:13
剑影刀狂,珠海,一开始以为是希腊还是什么北欧神话，却原来是复联里面的小角色！但是还是说什么永恒神界，奥丁的儿子,3.5,2015-12-08 15:54:42
真真,安庆,我想说女主角长得就是漂亮……不过这个头相当娇小玲珑啊……一群研究自然的人追着一个外星来客进行研究感觉很逗，雷神感觉就是一个傻大个，然后在地球捣了一次场大乱然后谈了一个异地恋的女盆友，这部电影十分逗比,3.5,2015-12-08 15:34:05
sx漂流,烟台,改编自漫威动漫，虽然是一群神话人物，但是演员们演的也是有血有肉，尤其是雷神肌肉男的影响，真是劲爆。还有炫酷的特效，电影看起来又激动又养眼！,3.5,2015-12-08 15:15:40
高winner,通辽,对比剧情啰嗦的电影，我也更喜欢雷神一类的刺激打杀镜头多一些的，可以说更满足漫威迷的内心吧。漫威电影将人物刻画的形象生动，影响也是特别大。锤子哥超帅。,4.0,2015-12-07 21:50:01
那西色斯3,宜昌,作为漫威宇宙中，神界的个人传记的一篇，《雷神》只能算的上中庸，与其他复仇者联盟的同胞联系甚少，毕竟他不是人，是个神么。也可以看做是区别与地球的平行空间内的外太空生物。锤哥的细胞都用来长肌肉了吗？真为你的智商着急。本来是王国强大的内定继承者，却触犯天颜，被贬下界，还被剥夺了神力，这是爹都看不下去的节奏啊！你 在地球上打的不可开交就算了，还拐带妹子！牛郎和织女还一年见一次了，这永不相见就算了，你还开“天眼”，留点隐私行不行啊！,4.0,2015-12-07 16:33:06
Kevin,东莞,靓丽的演员阵容，酷炫的造型，神秘的气氛，精彩的剧情，要给个赞。,0.0,2015-12-05 22:40:07
编辑大人早安,南京,雷神超级喜欢，一直追一直追，太好看鸟啊啊啊啊,5.0,2015-12-05 14:24:39
小格子Lily,上海,神话故事的背景设定，加上恢宏的场面与电脑特效融为一体，雷神的英勇善良与洛基的野心阴谋格格不入，大片看看特效也是一种享受。,3.5,2015-12-05 14:10:37
matrixneo123,南京,总得来说其实还是不错的，在漫威第一阶段中，显然质量要甩掉简直让我无法忍受的美国队长好几条街。抖森的角色到他本人的演绎也的确出彩讨巧，但娜塔莉波特曼在这部电影中显然没小辣椒对于钢铁侠那么抢眼,3.5,2015-12-05 08:58:37
菲奥娜,石家庄,实话讲，抖森塑造的洛基形象实在出彩，完爆雷神几万公里，不是男主却胜似男主，我觉得这一定在克里斯海姆斯沃斯的预料之外。 娜塔丽波特曼毫无存在感，白白浪费了一张漂亮脸蛋。 安东尼霍普金斯饰演的奥丁，真是养了两个熊孩子啊。,4.0,2015-12-05 01:42:43
灯草先森,惠州,只能说是漫威肌肉商业大片，打打杀杀电闪雷鸣，不过还是会去看哈哈哈,4.5,2015-12-05 01:10:30
北东西,广州,相对于其他漫威宇宙的电影来说比较平庸，没有什么特别之处，不过作为系列的第一部，把这个人物给介绍出来也算是完成了目的，更何况还提供了最受欢迎反派之一。,3.0,2015-12-05 00:55:34
JIEHONGTENG,上海,漫威迷的爱，流于平庸，不太有吸睛之处，看点大约就是颜值了。,3.5,2015-12-03 08:24:20
我爱LPF,丽水,哈哈哈，强烈推荐哦，外国大片看着就是有激情！每一环节都好激动人心。特效真棒！推荐推荐！,5.0,2015-12-03 00:26:58
俊俊CJJ,武汉,科幻类的简直不要太喜欢了好吗！英雄崇拜感又出来了，雷神好帅嘤嘤嘤~,4.0,2015-12-02 23:37:39
Hellochicen,大连,漫威电影，质量有保证啊，一直追着看的电影,4.5,2015-12-02 23:32:24
海洋125,潍坊,在漫威的引领下，刮起了一阵又一阵超级英雄风，DC也坐不住了，雷神是复仇者里面一个重量级角色，电影也是商业流程，漫威已经很会讲自己英雄的故事了，虽然各个故事很老套，但就像电视剧看上一集就想看下一集，期待下一部作品。,4.0,2015-12-02 21:59:14
披头小强,北京,漫威的超级英雄每个不同，雷神就比较厚重，怪不得让英国导演拍,2.5,2015-12-02 21:18:35
Alex,珠海,《雷神》这部来自漫威的超级英雄片，影片和以往的西方英雄科幻片很是相似，都是英雄历经磨难未死有美女作伴最终还是成为英雄，电脑特技运用地炉火纯青，我认为它的特技虽然在某些方面不及电影《指环王》的特技，但是却也是自有特色，给人震撼的效果。该电影的情节符合人的美好想象，人物形象值得人向往，一部商业影片才会有好的票房，需求才是市场，波特曼颜值美爆荧屏。 评分 8分,4.0,2015-12-02 20:56:02
LiJiayang李嘉洋,北京,一开始看起来以为是神话剧，还好我是因为复联来的...只能说好厉害……雷神棒棒哒,4.0,2015-12-02 10:06:12
Bucky的豆芽盾,厦门,拜托拜托心怀九届的锤哥…别把他弄得太蠢…心疼…耿直Max不代表是白痴啊……,3.5,2015-11-28 11:49:29
夫君是黑子的父君,北京,Ordinson——论众神之子被贬下凡遇见白富美科学家的故事,3.5,2015-11-27 22:04:22
Connor丶K闫,天津,蛮不错值得一看,4.0,2015-11-27 17:56:55
提斯公子,北京,感觉又是一部反派压过主角的电影了,4.0,2015-11-27 12:33:47
羽羽1993,,小时候的洛基好惊艳，长大后的雷神那一眨眼也很帅。,4.0,2015-11-26 11:22:28
对影成三人,北京,雷神是超级英雄中为数不多的神族，虽然是虚构的神界，但电影刻画的神界社会依然有古老希腊神话的感觉，古典而优雅，可惜电影本身并没有达到一定的古典高度，托儿的地球流浪记，英雄的自我突破成长，都延续漫威的现代英雄成长传统，大概只是换了设定和人物。,3.5,2015-11-22 00:37:42
淡淡的胡渣,,本片最有意思的地方就是再次解释了神都是外星高等生物。电影实在是太乏味了，动作场面都比预想差很多，既然叫雷神可不可以更火爆一些啊。唯一的亮点是偶尔闪出的杰瑞米·雷纳，小子越来越有型了。,3.0,2015-11-10 12:49:02
Sunshine-R,,这部估计不是特别吸引我吧。,4.0,2015-07-31 19:12:20
Andy安迪,沈阳,其实刚看了不到半小时我就在想会不会敌人要分解复仇者的联盟逐一击破呢？果然剧情和我想的差不多，不过复仇者联盟不是那么轻易地可以击垮的，看到每个人都要奋力对抗敌人，真心觉得特效做的好棒,0.0,2015-07-13 01:05:31
HULK,芜湖,北欧神话人物，NB,5.0,2015-07-05 12:52:15
性感女皇,广州,不錯非常好看,5.0,2015-06-17 01:41:43
lRL842252562,,做为漫威粉，支持下,3.0,2015-06-16 11:41:51
牛之之,,剧情还是很简单粗暴的，锤哥的颜啊,3.5,2015-06-14 15:50:14
手上没有表,南京,两位男主颜值爆表,4.0,2015-06-03 21:12:54
CougarWomen,,从头到尾完全大爱，我锤哥。,5.0,2015-05-31 16:14:51
未知者,南宁,雷神本身故事就比较普通，特别是在反派洛基疯狂抢戏的情况下，几乎变成主角了。除了彩蛋引出鹰眼，还有塑造雷神之外，雷神的存在感并不强。,3.5,2015-05-27 16:16:25
芥醼鍀酮,,只为看特效及男主女主。。。,4.0,2015-05-24 23:53:05
想不到5,,兄弟相爱相杀哈哈,4.0,2015-05-19 16:25:59
当波伏娃遇见萨特,,不错不错，值得一看,4.0,2015-05-16 11:05:37
DoubleEgg,,神的世界。。。,4.0,2015-05-15 10:20:22
wly22,上海,女主角不错。男主角,3.5,2015-05-14 20:43:43
Irene,大连,雷神有些2啊，還我女神娜塔莉,4.0,2015-05-12 21:53:03
猫薄荷fish,安康,华丽的特效展现出了仙宫的奇幻美丽，动作捕捉技术下敏捷凶猛的冰巨人，锤哥与娜塔丽的小激情碰撞，让片子变的很好看。极致炫目的英雄大片再次开启。,3.5,2015-04-14 22:21:40
马赫一号,北京,对我个人来说，并不太喜欢锤子哥的风格，相反，反派洛基的人物性格可挖掘的点倒很多，洛基的人物经历仿佛更符合一个悲剧英雄的模版。与钢铁侠和绿巨人不同，雷神来自西欧神话，来自神界，因此绚丽的特效成为电影最大的亮点。,4.0,2015-04-14 21:48:39
Unique_hom,宁德,很精彩，托尔被流放到地球后有种傻大个的感觉，在经历了大起大落后的他真正成熟了起来，为了拯救一个种族破坏了通往地球的彩虹桥，再不像之前那样鲁莽了，这部电影可以当成是雷神托尔成长记。,5.0,2015-04-03 22:52:14
Alex•睿,西安,乡下单细胞外星王子穿越到美国小城镇，这戏可真欢乐，吐槽点满载。浅野忠信彻底龙套，还被戏谑说成了成龙，美国人可真是分不清中国日本人的区别啊！,3.0,2015-04-03 14:22:25
AomyKing,赣州,好看，没选错片~,5.0,2015-02-09 21:15:41
冬之火精灵,扬州,值得一看~~~,5.0,2015-01-10 17:33:23
smooth_criminal_,太原,给女神娜塔丽波特曼(≧▽≦)从小到大都那么好看～,3.0,2015-01-01 23:58:37
玲珑骰子_安红豆,,锤哥一星抖森五星剧情-1星,5.0,2014-07-27 16:57:37
SimenV,,哎呀！我就是一贯的好评啦 但是是很棒啊,4.5,2014-06-09 17:16:47
王小叶儿,,抖森的崛起。,3.0,2014-03-14 08:36:00
桑卡卡夫,,一幕以国家大义为名的家庭伦理剧。萌抖森一战成名，影后波特曼轻松的当一回花瓶，破产姐妹凯特也露一小脸。抖森证明，再多的阴谋野性，原来都是为了在父亲面前证明自己，而雷神托尔则第一次向世人宣布——打你个锤子！,3.0,2014-02-19 01:25:00
wap15534455565,,雷神2也看过了，怎么,5.0,2013-12-17 22:05:09
kj723,,看得時間有點兒長了，劇情不怎麼記得，但是科幻電影得效果有達到！是部值得宜一看得片子！,3.5,2013-11-21 01:49:33
dunshi88,,还是蛮精彩的啦，看看第二部怎么样,4.0,2013-11-19 19:18:37
自娱与自乐,,个人感觉这部比第二部好看很多。。。,0.0,2013-11-18 22:21:47
